,,Message,Target
IMDB,645," With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1
Call me a nut, but I think this is one of the best movies ever.  	1
Great character actors Telly Savalas and Peter Boyle.  	1
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  	0
Lots of holes in the script.  	0
It's like a bad two hour TV movie.  	0
Now imagine that every single one of those decisions was made wrong.  	0
The dialogue is atrocious.  	0
The acting is beyond abysmal.  	0
Everything stinks.  	0
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  	0
Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  	0
It's dumb and pointless, and a complete waste of time.  	0
In short, don't bother with this movie.  	0
I won't spoil it, but the ending in pretty amazing.  	1
The best scene in the movie is at the end, but I won't spoil it.  	1
If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  	1
The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  	1
A film not easily forgotten.  	1
But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  	1
The scripting of the subtle comedy is unmatched by any movie in recent years.  	1
The characters are interesting, even if a bit predictable.  	1
Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  	1
Great movie!  	1
Also the story and acting were weak.  	0
At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
Either way, it sucks.  	0
The script is horrendously stupid.  	0
The story starts too fast with absolutely no suspense or build-up in the slightest.  	0
Everything Captain Howdy says is either laughable or just plain stupid.  	0
What the hell kind of crap is that?!  	0
Then, there's the plot holes.  	0
You could drive a semi truck into these holes!  	0
Linda Cardellini is the only thing good in this film.  	1
She's poised and amazing.  	1
Dee Snider just plain sucks.  	0
He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  	0
I was bored throughout the whole damn thing.  	0
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  	0
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  	0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  	0
A piece of cinematic garbage captured on celluloid.  	0
Avoid at any and all costs.  	0
At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  	0
Avoid this film at all costs.  	0
I don't know what happened in Season Five, what a mess.  	0
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  	0
Now this is a movie I really dislike.  	0
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  	0
The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  	0
There aren't death scenes like in previous movies and the f/x are terrible.  	0
I felt asleep the first time I watched it, so I can recommend it for insomniacs.  	0
The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
The best part about Nurse Betty"" is it's unpredictability.  ",1
IMDB,646,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1
IMDB,647,"Otherwise, don't even waste your time on this.  ",0
IMDB,648,This one just fails to create any real suspense.  ,0
IMDB,649,"As for the killer, don't expect anything original or even remotely frightening.  ",0
IMDB,650,"There is, however, some pretty good acting (at least, for this type of film).  ",1
IMDB,651,I'm so sorry but I really can't recommend it to anyone.  ,0
IMDB,652,"One of the most boring,pointless movies I have ever seen.  ",0
IMDB,653,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0
IMDB,654,Hated it.  ,0
IMDB,655,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0
IMDB,656,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0
IMDB,657,I highly doubt that anyone could ever like this trash.  ,0
IMDB,658,This is not movie-making.  ,0
IMDB,659,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
IMDB,660,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0
IMDB,661,I saw this short film on HBO the other day and absolutely loved it.  ,1
IMDB,662,I didn't realize how wonderful the short really is until the last two scenes.  ,1
IMDB,663,Excellent short film.  ,1
IMDB,664,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
IMDB,665,"I agree with Jessica, this movie is pretty bad.  ",0
IMDB,666,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0
IMDB,667,The story line is totally predictable.  ,0
IMDB,668,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
IMDB,669,I've seen soap operas more intelligent than this movie.  ,0
IMDB,670,"Bad characters, bad story and bad acting.  ",0
IMDB,671,Really awful.  ,0
IMDB,672,Not easy to watch.  ,0
IMDB,673,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1
IMDB,674,It was a long time that i didn't see a so charismatic actor on screen.  ,1
IMDB,675,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
IMDB,676,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1
IMDB,677,I rate this movie 9/10.  ,1
IMDB,678,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
IMDB,679,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
IMDB,680,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1
IMDB,681,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1
IMDB,682,"It never condescends, all the characters have good genuine hearts and believable problems.  ",1
IMDB,683,The two main characters may be two of the most believable children I ever saw put on screen.  ,1
IMDB,684,"They are so easy to love, but even more easy to identify with.  ",1
IMDB,685,This movie is great--especially if you enjoy visual arts.  ,1
IMDB,686,The scenery that the two daughters paint and photograph are beautiful.  ,1
IMDB,687,The story is also both funny and poignant at times.  ,1
IMDB,688,"People who like European films and ""art movies"" will like this movie.  ",1
IMDB,689,This is truly an art movie--it actually has a lot of art in it.  ,1
IMDB,690,Go rent it.  ,1
IMDB,691,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
IMDB,692,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
IMDB,693,Brilliance indeed.  ,1
IMDB,694,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
IMDB,695,Think of the film being like a dream.  ,1
IMDB,696,Simply beautiful.  ,1
IMDB,697,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1
IMDB,698,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1
IMDB,699,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1
IMDB,700,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0
IMDB,701,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0
IMDB,702,The movie seemed a little slow at first.  ,0
IMDB,703,But it picked up speed and got right to the point.  ,1
IMDB,704,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1
IMDB,705,I enjoyed it.  ,1
IMDB,706,I have recommended it to friends.  ,1
IMDB,707,I was particularly pleased with the acting ability of Dwight Schultz.  ,1
IMDB,708,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
IMDB,709,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
IMDB,710,"The film's dialogue is natural, real to life.  ",1
IMDB,711,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
IMDB,712,The incredible soundtrack truly captures the essence of the film.  ,1
IMDB,713,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
IMDB,714,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
IMDB,715,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1
