,clean_tweet,class,labels
2897,    a bitch get 20000 followers she is a boss and starting up a boutique and wearing shades in public,1,offensive
2898,then yall tweet about not trusting hoes like that shit aint common sense already,1,offensive
2899,mannnnnn these hoes aint loyal,1,offensive
2900,blatt trash too  but twitter said he was good,1,offensive
2901,    lmfaooo like is this bitch alanah serious ,1,offensive
2902,    happy birthday bitch   httptcodmeqqfl8x1,1,offensive
2903,what a pussy so you can subtweet about me then unfollow but cannot even reply and try to understand my point yeah and i am the idiot,1,offensive
2904,    we all know a double faced bitch named madison,1,offensive
2905,i love to eat pussy    ,1,offensive
2906,will u sell dat pussy for me,1,offensive
2907,aint no pussy better than loyal pussy,1,offensive
2908,  idc i can still get it that is my pussy,1,offensive
2909,    fuk being on some chill shit  i go 0 to 100 hoes real quick  ,1,offensive
2910,ask your bitch about me she turns into dori  ,1,offensive
2911,and my mom was really getting me a car smh hoe f u for dat,1,offensive
2912,wish they would teach tracee     all chihuahuas do that squinty eye shit i think it is hilarious,1,offensive
2913,  there is a bird here on the ground and it is still alive i cannot believe it,0,non_offensive
2914,    exotic bitchesdo exotic thingsthese hoes aint loyal,1,offensive
2915,    riff raff is trash,0,non_offensive
2916,  like ion care how   bitch susie from work broke up with her man and she was tellin me the whole story  blah blah blah,1,offensive
2917,i hate a hacked at 20k ass hoe,1,offensive
2918,    hannah is retarded do not listen to her,1,offensive
2919,  i bet i fuck yo bitch tho,1,offensive
2920,    if you open a cold beer and it becomes warm before you finish it you are a bitch,1,offensive
2921,do girls wear bathrobes still cuz i have really cute fuzzy 60 bathrobe from victorias secret is that even ok to wear  ,0,non_offensive
2922,this bitch always got shit to say about what other people like,1,offensive
2923,  shut up bitch,1,offensive
2924,sht     if k michelle was apart of baltimore twitter she would be one of them hoes saying she is celibate smh,1,offensive
2925,  you getting new pussy and not sharing,1,offensive
2926,smashed a werewolf chick and thought she was related to   so i felt guilty but then later discovered he did not know the ho,1,offensive
2927,  hopefully not back in da ghetto,0,non_offensive
2928,wizard turned into a hoe after a break up,1,offensive
2929,          bitch  that is so cute to me   a date,1,offensive
2930,  all you all some fucking coons  httptcowu7r3obxhr,1,offensive
2931,    thats a goddamn terrible joke you gbe lookin bitch,1,offensive
2932,march is about to get mad          ,0,non_offensive
2933,stop sayin my gov name fuck wrong widd u bitch is u stupid,1,offensive
2934,    bad bitches httptcojz9itvjck0,1,offensive
2935,        boooooooo that was trash,0,non_offensive
2936,stress stress go away come again never you fucking bitch,1,offensive
2937,  fuck east st john and all they fans familys  amp friends shut yo bitch ass up,1,offensive
2938,    feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent,1,offensive
2939,  lmaoooo aye people person so you know lil rico got hoes hahaha,1,offensive
2940,un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im httptcooxcoyauji1,0,non_offensive
2941,    deme gallo pinto con carne asadita maduritoyuna milca amor,0,non_offensive
2942,    cannot believe you bitches find this remotely appealing httptcotkwwapczgr,1,offensive
2943,it is kind of funny when people tell me they have not seen me in years and where have i been like at home bitch,1,offensive
2944,geeked out my mine i think this bitch done stole a 50,1,offensive
2945,    ane is a cunt,1,offensive
2946,93 feature car1 of 1503 yellow and black feature car buck tag is on the radiator support 673xx miles httptco1nknfzqbo9,0,non_offensive
2947,  these hoes be playing w me like i will not send baby cain at they niggah   messy,1,offensive
2948,  that was real nicca shit tho lol,1,offensive
2949,  plus sheryl crow httptco49kywznotu,0,non_offensive
2950,  nooo i amlmfao and do not bitch me ya bitch,1,offensive
2951,ion kno what im doing tonitei jus kno its gon end wit me dick first in some pussy,1,offensive
2952,      you can tease this dick faggot,1,offensive
2953,can u say hoe hoe hoe ewww she was nasty i was so mean to her on the daily i will spare the details lol,1,offensive
2954,after a fight in the club in new orleans them bitches start jumping,1,offensive
2955,aint fuckin wit nomore hoes got who i want  ,1,offensive
2956,on the secret party mission live tweaking to mock fatpo,0,non_offensive
2957,procrastination is really a bitch,1,offensive
2958,then again bitches are expensive and i am on a budget boo i cannot afford all that shit you bitches be wanting,1,offensive
2959,    fuck candy eat pussy  ,1,offensive
2960,if a bitch do not like me sumthin wrong wit da bitch,1,offensive
2961,    bitches who smoke cigs are disgusting cuh,1,offensive
2962,    rich homie and bird man gone be at mansion   tonight  ,0,non_offensive
2963,whatever you are be a good one abraham lincoln this quote is not for yall hoes,1,offensive
2964,    joe changed her life and went back to his old bitch      ha she got them bitches worked o ,1,offensive
2965,all of my bitches know they temporary,1,offensive
2966,      pau a hoe how u gon play after the trade deadline  i dislike that guy yea he helped bring two chips but he soft a ,1,offensive
2967,    rt if u remember when steve from blue clues left us with that other bitch ass nigga joe httptcoaluy9eo3xk,1,offensive
2968,  cause i did not wanna see your bitch ass,1,offensive
2969,catch this jet hoe,1,offensive
2970,uncle tom ass muhfuckas,1,offensive
2971,but i am calling this bitch yeah ok after you called me i return calls especially if it aint my girl  httptco6ssxopuhge,1,offensive
2972,  you are wearing my sweatshirt in your snapchat story hoe love you tho lol,1,offensive
2973,breaking yo bitch like a kitkat nigga,1,offensive
2974,                 i wanna learn how to jigg really good so i can be in the circle,0,non_offensive
2975,sosa on the beat ho,1,offensive
2976,got my vans on my pockets chunky,0,non_offensive
2977,    making this first day my bitch,1,offensive
2978,niccas be gassing hoes they never gone pop  smh  prolly never gone meet her  ,1,offensive
2979,so y we ordering lunch at work to be delivered n it is like 10 ppl goin n n i am the only one wit a card n this ho gonna say,1,offensive
2980,u sure tha bitch aint slumped over dead  lol   the thots is out here   httptcolb9i8rhtmv ,1,offensive
2981,    i was 200 bitch,1,offensive
2982,    call me a free bird,0,non_offensive
2983,well jennas getting a yellow lab so i know where ill be whenever i am home,0,non_offensive
2984,  yo bitch i miss you too,1,offensive
2985,breathe     you are going to kill yourself if you do not exhale     killin you hoes httptcoqzc87dra9a ,1,offensive
2986,finally got an updated pic with angel wing colored httptconwn9qrt5xd,0,non_offensive
2987,    truth b told i have 0 hoes  ,1,offensive
2988,you say you gotta new bitch,1,offensive
2989,    bitches cant finish a 6 inch sub but want a 13 inch dick,1,offensive
2990,this is for all the fans that waited the bitch niggas that hated  old hoes we dated look mama we  httptcosnry6a7vyb,1,offensive
2991,    watching the innocence of muslims that dude who played muhammed must be getting a ton of pussy now,1,offensive
2992,    reasons to be a mermaid no periods no pants perfect hair u get to lure men into their deathalso free clam ,0,non_offensive
2993,  same here fucking hated that bitch,1,offensive
2994,easy bitch how  lmfaoooooooooo she was my girl  ,1,offensive
2995,    these hoes really aint loyal   httptco6u2kbykq2n,1,offensive
2996,  i would rather ask yours is she a nappy headed hoe too and is your grandma as well i would be ashamed to be in your family,1,offensive
2997,who shot john lookin ass hoe,1,offensive
2998,i do the shit you bitches is too pussy to do,1,offensive
2999,  i heard green tea makes you lose weight and imma coon so that explains the watermelon,0,non_offensive
3000,all these bitches amp niggas be trippin offa what type of relationship me amp duddy got like we not fuccing no more amp we not dating,1,offensive
3001,2 faced bitch,1,offensive
3002,  fuck the yankees,1,offensive
3003,i really committed to fucking with the richest of bitches,1,offensive
3004,    i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit,1,offensive
3005,    bitches is twerkin on camera while they kid watchin sponge bob cuh,1,offensive
3006,jus need a bad bitch thats gone always hold me down,1,offensive
3007,      autocorrectits a bitch,1,offensive
3008,im still going trick or treating thats free munchies bitch,1,offensive
3009,    ion feel dese nihhas or bitches ,1,offensive
3010,he may be the president but that does not necessarily mean he is in the sole position of power in regard to making such decisions,0,non_offensive
3011,    charlie wearing the  wouldo not tread on me flag pin every dem should show up in congress in 2015 wearing that   ,0,non_offensive
3012,pumpkin spice marlboros for da hoes,1,offensive
3013,man i rather see the morning selfies of bitches who dont change they look with the case of the mondays then see the jaybey poster ijs,1,offensive
3014,      bitch ass nigga square up   httptcouhkkkwsrdl   ,1,offensive
3015,    had all the bitches on myspace going nuts,1,offensive
3016,    niggas talk more than bitches these days,1,offensive
3017,marcus is in this hoe schleeeeeeeeeeppppppp,1,offensive
3018,    just spent a good twenty mins trying to teach my bird the skyrim theme song then i realized that he was a bird,0,non_offensive
3019,    3d bird amp feather drawing httptcotcprvbgspt,0,non_offensive
